team_player,team_name,player,seed,games_played,ppg,weighted_ppg,exp_games,proj_pts,w_proj_pts,home_ppg,away_ppg,home_away_diff,max_pts_l15,three_pm,three_pa,kenpom_exp_games,kenpom_proj,kenpom_nl_exp_games,kenpom_nl_proj
Long Island University Sharks - Max Ndlovu-Fraser,Long Island University Sharks,Max Ndlovu-Fraser,16,6,0.83,0.87,1.0,0.83,0.87,0.75,1.0,-0.25,3,0.17,0.5,1.0,0.87,1.004,0.87
Virginia Cavaliers - Owen Odom,Virginia Cavaliers,Owen Odom,3,11,0.36,0.31,3.0,1.08,0.93,0.5,0.0,0.5,2,0.0,0.18,2.81,0.87,2.799,0.87
Howard Bison - Jeremiah Johnson,Howard Bison,Jeremiah Johnson,16,18,1.11,0.85,1.0,1.11,0.85,0.92,1.5,-0.58,9,0.17,0.67,1.44,1.22,1.002,0.85
NC State Wolfpack - Jordan Snell,NC State Wolfpack,Jordan Snell,11,8,0.75,0.65,1.6,1.2,1.04,0.86,0.0,0.86,3,0.25,0.88,1.75,1.14,1.299,0.84
Kansas Jayhawks - Samis Calderon,Kansas Jayhawks,Samis Calderon,4,16,0.38,0.33,2.6,0.99,0.86,0.55,0.0,0.55,2,0.0,0.19,2.49,0.82,2.503,0.83
Alabama Crimson Tide - Preston Murphy Jr.,Alabama Crimson Tide,Preston Murphy Jr.,4,6,0.33,0.32,2.6,0.86,0.83,0.5,0.0,0.5,2,0.0,0.17,2.58,0.83,2.54,0.81
TCU Horned Frogs - Adam Stewart,TCU Horned Frogs,Adam Stewart,9,4,0.5,0.55,1.4,0.7,0.77,0.5,,,2,0.0,0.0,1.33,0.73,1.454,0.8
Iowa State Cyclones - Anthony Rise,Iowa State Cyclones,Anthony Rise,2,10,0.2,0.22,3.7,0.74,0.81,0.22,0.0,0.22,2,0.0,0.0,3.85,0.85,3.572,0.79
UMBC Retrievers - Saahil Thakkar,UMBC Retrievers,Saahil Thakkar,16,4,0.75,0.77,1.0,0.75,0.77,,0.75,,3,0.25,0.5,1.56,1.2,1.003,0.77
Texas Longhorns - Cole Bott,Texas Longhorns,Cole Bott,11,6,0.5,0.59,1.6,0.8,0.94,0.0,3.0,-3.0,3,0.17,0.17,1.67,0.99,1.274,0.75
Miami (OH) RedHawks - Brady Ganley,Miami (OH) RedHawks,Brady Ganley,11,3,0.67,0.71,1.6,1.07,1.14,0.67,,,2,0.0,0.0,1.17,0.83,1.043,0.74
High Point Panthers - Youssouf Singare,High Point Panthers,Youssouf Singare,12,27,0.85,0.62,1.6,1.36,0.99,0.88,0.8,0.08,4,0.0,0.0,1.07,0.66,1.197,0.74
Akron Zips - Conner Groce,Akron Zips,Conner Groce,12,10,0.6,0.58,1.6,0.96,0.93,1.0,0.0,1.0,4,0.1,0.4,1.12,0.65,1.277,0.74
Kennesaw State Owls - Eric Holland,Kennesaw State Owls,Eric Holland,14,7,0.71,0.68,1.2,0.85,0.82,0.67,0.75,-0.08,3,0.0,0.43,1.0,0.68,1.04,0.71
UCF Knights - Poohpha Warakulnukroh,UCF Knights,Poohpha Warakulnukroh,10,4,0.5,0.48,1.6,0.8,0.77,0.5,,,2,0.0,0.0,1.28,0.61,1.45,0.7
Michigan State Spartans - Denham Wojcik,Michigan State Spartans,Denham Wojcik,3,28,0.39,0.23,3.0,1.17,0.69,0.44,0.33,0.1,0,0.0,0.14,3.12,0.72,2.986,0.69
St. John's Red Storm - Casper Pohto,St. John's Red Storm,Casper Pohto,5,6,0.33,0.28,2.1,0.69,0.59,0.4,0.0,0.4,2,0.0,0.33,2.54,0.71,2.47,0.69
Long Island University Sharks - Xinyi Li,Long Island University Sharks,Xinyi Li,16,7,0.71,0.68,1.0,0.71,0.68,0.4,1.5,-1.1,3,0.14,0.43,1.0,0.68,1.004,0.68
Hofstra Pride - Alex Tsynkevich,Hofstra Pride,Alex Tsynkevich,13,14,0.57,0.57,1.2,0.68,0.68,0.75,0.33,0.42,4,0.0,0.0,1.06,0.6,1.188,0.68
Michigan State Spartans - Colin Walton,Michigan State Spartans,Colin Walton,3,11,0.27,0.22,3.0,0.81,0.66,0.38,0.0,0.38,3,0.09,0.09,3.12,0.69,2.986,0.66
Saint Louis Billikens - Isaac Holmes,Saint Louis Billikens,Isaac Holmes,9,12,0.5,0.43,1.4,0.7,0.6,0.6,0.0,0.6,3,0.08,0.25,1.43,0.61,1.506,0.65
Miami (OH) RedHawks - Jackson Kotecki,Miami (OH) RedHawks,Jackson Kotecki,11,3,0.67,0.62,1.6,1.07,0.99,0.67,,,2,0.0,0.0,1.17,0.73,1.043,0.65
UCLA Bruins - Anthony Peoples Jr.,UCLA Bruins,Anthony Peoples Jr.,7,6,0.33,0.32,1.9,0.63,0.61,0.5,0.0,0.5,2,0.0,0.0,2.01,0.64,2.041,0.65
Utah State Aggies - Jordy Barnes,Utah State Aggies,Jordy Barnes,9,16,0.5,0.39,1.4,0.7,0.55,0.12,0.88,-0.75,3,0.06,0.69,1.57,0.61,1.642,0.64
UMBC Retrievers - Jake Stout,UMBC Retrievers,Jake Stout,16,8,0.62,0.64,1.0,0.62,0.64,0.0,1.0,-1.0,5,0.12,0.62,1.56,1.0,1.003,0.64
Iowa Hawkeyes - Jacob Koch,Iowa Hawkeyes,Jacob Koch,9,5,0.4,0.35,1.4,0.56,0.49,0.5,0.0,0.5,2,0.0,0.2,1.74,0.61,1.791,0.63
Miami Hurricanes - Jordyn Kee,Miami Hurricanes,Jordyn Kee,7,8,0.38,0.31,1.9,0.72,0.59,0.38,,,3,0.12,0.5,1.84,0.57,1.888,0.59
North Dakota State Bison - Max Majerle,North Dakota State Bison,Max Majerle,14,15,0.73,0.53,1.2,0.88,0.64,0.8,0.7,0.1,5,0.0,0.47,1.01,0.54,1.097,0.58
Pennsylvania Quakers - Johnnie Walter,Pennsylvania Quakers,Johnnie Walter,14,4,0.5,0.55,1.2,0.6,0.66,0.0,1.0,-1.0,2,0.0,0.25,1.0,0.55,1.034,0.57
UCLA Bruins - Jack Seidler,UCLA Bruins,Jack Seidler,7,6,0.33,0.28,1.9,0.63,0.53,0.4,0.0,0.4,2,0.0,0.17,2.01,0.56,2.041,0.57
Prairie View A&M Panthers - Ryan Bolton Jr.,Prairie View A&M Panthers,Ryan Bolton Jr.,16,13,0.62,0.55,1.0,0.62,0.55,1.0,0.29,0.71,4,0.0,0.0,1.49,0.82,1.001,0.55
Saint Louis Billikens - Jaden Schertz,Saint Louis Billikens,Jaden Schertz,9,11,0.36,0.36,1.4,0.5,0.5,0.22,1.0,-0.78,2,0.0,0.0,1.43,0.51,1.506,0.54
Siena Saints - Marcus Jackson,Siena Saints,Marcus Jackson,16,6,0.5,0.52,1.0,0.5,0.52,0.0,1.0,-1.0,2,0.0,0.67,1.0,0.52,1.01,0.53
Tennessee State Tigers - Alex Garcia,Tennessee State Tigers,Alex Garcia,15,6,0.5,0.51,1.1,0.55,0.56,1.0,0.0,1.0,3,0.17,1.0,1.0,0.51,1.017,0.52
Louisville Cardinals - Will Hanke,Louisville Cardinals,Will Hanke,6,10,0.2,0.22,2.0,0.4,0.44,0.22,0.0,0.22,2,0.0,0.0,2.31,0.51,2.304,0.51
Howard Bison - Stefan Isailovic,Howard Bison,Stefan Isailovic,16,9,0.56,0.47,1.0,0.56,0.47,0.43,1.0,-0.57,2,0.0,0.11,1.44,0.68,1.002,0.47
McNeese Cowboys - JJ Rembert,McNeese Cowboys,JJ Rembert,12,6,0.33,0.37,1.6,0.53,0.59,0.5,0.0,0.5,2,0.0,0.17,1.07,0.4,1.228,0.45
SMU Mustangs - Chance Puryear,SMU Mustangs,Chance Puryear,11,13,0.31,0.33,1.6,0.5,0.53,0.44,0.0,0.44,3,0.08,0.23,2.06,0.68,1.336,0.44
Arkansas Razorbacks - Amere Brown,Arkansas Razorbacks,Amere Brown,4,7,0.14,0.16,2.6,0.36,0.42,0.17,0.0,0.17,1,0.0,0.14,2.73,0.44,2.727,0.44
UConn Huskies - Uroš Paunovic,UConn Huskies,Uroš Paunovic,2,13,0.15,0.14,3.7,0.56,0.52,0.0,0.5,-0.5,2,0.0,0.08,3.28,0.46,3.155,0.44
Northern Iowa Panthers - Hunter Jacobson,Northern Iowa Panthers,Hunter Jacobson,12,11,0.27,0.35,1.6,0.43,0.56,0.0,0.43,-0.43,3,0.09,0.45,1.09,0.38,1.269,0.44
Nebraska Cornhuskers - Justin Bolis,Nebraska Cornhuskers,Justin Bolis,4,16,0.19,0.16,2.6,0.49,0.42,0.17,0.25,-0.08,2,0.0,0.0,2.64,0.42,2.697,0.43
Howard Bison - River Smith,Howard Bison,River Smith,16,8,0.38,0.41,1.0,0.38,0.41,0.33,0.5,-0.17,2,0.0,0.0,1.44,0.59,1.002,0.41
NC State Wolfpack - Colt Langdon,NC State Wolfpack,Colt Langdon,11,6,0.33,0.3,1.6,0.53,0.48,0.4,0.0,0.4,2,0.0,0.67,1.75,0.52,1.299,0.39
Idaho Vandals - Ewan Steele,Idaho Vandals,Ewan Steele,15,11,0.36,0.34,1.1,0.4,0.37,0.0,0.8,-0.8,3,0.09,0.27,1.0,0.34,1.035,0.35
North Carolina Tar Heels - John Holbrook,North Carolina Tar Heels,John Holbrook,6,5,0.2,0.19,2.0,0.4,0.38,0.2,,,1,0.0,0.0,1.74,0.33,1.811,0.34
North Dakota State Bison - Caleb Schoenrock,North Dakota State Bison,Caleb Schoenrock,14,6,0.33,0.3,1.2,0.4,0.36,0.4,0.0,0.4,2,0.0,0.0,1.01,0.3,1.097,0.33
Siena Saints - Chris Torres,Siena Saints,Chris Torres,16,6,0.33,0.3,1.0,0.33,0.3,0.67,0.0,0.67,2,0.0,0.0,1.0,0.3,1.01,0.3
Northern Iowa Panthers - Chase Courbat,Northern Iowa Panthers,Chase Courbat,12,15,0.27,0.22,1.6,0.43,0.35,0.29,0.25,0.04,2,0.0,0.0,1.09,0.24,1.269,0.28
Georgia Bulldogs - Jaden Newell,Georgia Bulldogs,Jaden Newell,8,9,0.22,0.17,1.5,0.33,0.26,0.0,2.0,-2.0,2,0.0,0.0,1.62,0.28,1.672,0.28
Queens University Royals - Reid Celestin,Queens University Royals,Reid Celestin,15,15,0.13,0.21,1.1,0.14,0.23,0.0,0.25,-0.25,2,0.0,0.07,1.0,0.21,1.027,0.22
Troy Trojans - Hikaru Awata,Troy Trojans,Hikaru Awata,13,5,0.2,0.19,1.2,0.24,0.23,0.25,0.0,0.25,1,0.0,0.4,1.01,0.19,1.08,0.21
Howard Bison - Shane Frazier,Howard Bison,Shane Frazier,16,8,0.25,0.19,1.0,0.25,0.19,0.0,1.0,-1.0,2,0.0,0.25,1.44,0.27,1.002,0.19
Lehigh Mountain Hawks - Henri Adiassa,Lehigh Mountain Hawks,Henri Adiassa,16,22,0.27,0.18,1.0,0.27,0.18,0.18,0.36,-0.18,2,0.0,0.0,1.51,0.27,1.001,0.18
Troy Trojans - Emmanuel Clarton,Troy Trojans,Emmanuel Clarton,13,11,0.18,0.17,1.2,0.22,0.2,0.33,0.0,0.33,2,0.0,0.09,1.01,0.17,1.08,0.18
High Point Panthers - Birgir Irving,High Point Panthers,Birgir Irving,12,7,0.14,0.14,1.6,0.22,0.22,0.14,,,1,0.0,0.43,1.07,0.15,1.197,0.17
Lehigh Mountain Hawks - Tommy Conniff,Lehigh Mountain Hawks,Tommy Conniff,16,13,0.15,0.15,1.0,0.15,0.15,0.0,0.25,-0.25,2,0.0,0.0,1.51,0.23,1.001,0.15
Prairie View A&M Panthers - Isaiah Foster,Prairie View A&M Panthers,Isaiah Foster,16,4,0.0,0.0,1.0,0.0,0.0,,0.0,,0,0.0,0.0,1.49,0.0,1.001,0.0
Arkansas Razorbacks - Elmir Džafic,Arkansas Razorbacks,Elmir Džafic,4,1,0.0,0.0,2.6,0.0,0.0,,0.0,,0,0.0,0.0,2.73,0.0,2.727,0.0
Troy Trojans - Kameryn Mitchell,Troy Trojans,Kameryn Mitchell,13,6,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.01,0.0,1.08,0.0
Queens University Royals - Tyler Crider,Queens University Royals,Tyler Crider,15,8,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.38,1.0,0.0,1.027,0.0
Ohio State Buckeyes - Braylen Nash,Ohio State Buckeyes,Braylen Nash,8,6,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.73,0.0,1.784,0.0
Purdue Boilermakers - Jace Rayl,Purdue Boilermakers,Jace Rayl,2,8,0.0,0.0,3.7,0.0,0.0,0.0,,,0,0.0,0.0,3.75,0.0,3.503,0.0
Purdue Boilermakers - Jack Lusk,Purdue Boilermakers,Jack Lusk,2,9,0.0,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,3.75,0.0,3.503,0.0
Siena Saints - Cooper Nadler,Siena Saints,Cooper Nadler,16,2,0.0,0.0,1.0,0.0,0.0,0.0,,,0,0.0,0.0,1.0,0.0,1.01,0.0
Pennsylvania Quakers - William Kruse,Pennsylvania Quakers,William Kruse,14,1,0.0,0.0,1.2,0.0,0.0,,0.0,,0,0.0,0.0,1.0,0.0,1.034,0.0
Pennsylvania Quakers - Payton Kamin,Pennsylvania Quakers,Payton Kamin,14,3,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0,0.0,0.33,1.0,0.0,1.034,0.0
Georgia Bulldogs - Markel Jennings,Georgia Bulldogs,Markel Jennings,8,1,0.0,0.0,1.5,0.0,0.0,0.0,,,0,0.0,0.0,1.62,0.0,1.672,0.0
Miami (OH) RedHawks - Eli Yofan,Miami (OH) RedHawks,Eli Yofan,11,1,0.0,0.0,1.6,0.0,0.0,0.0,,,0,0.0,1.0,1.17,0.0,1.043,0.0
Villanova Wildcats - Malcolm Flaggs,Villanova Wildcats,Malcolm Flaggs,8,1,0.0,0.0,1.5,0.0,0.0,0.0,,,0,0.0,0.0,1.49,0.0,1.582,0.0
Vanderbilt Commodores - Coleson Messer,Vanderbilt Commodores,Coleson Messer,5,7,0.0,0.0,2.1,0.0,0.0,0.0,,,0,0.0,0.29,2.68,0.0,2.586,0.0
Furman Paladins - Thomas Tillman,Furman Paladins,Thomas Tillman,15,3,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.33,1.0,0.0,1.045,0.0
Lehigh Mountain Hawks - Brendan Reed,Lehigh Mountain Hawks,Brendan Reed,16,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,1.51,0.0,1.001,0.0
Siena Saints - Danny Murray,Siena Saints,Danny Murray,16,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.25,1.0,0.0,1.01,0.0
Siena Saints - Mosi Clayton,Siena Saints,Mosi Clayton,16,3,0.0,0.0,1.0,0.0,0.0,0.0,,,0,0.0,1.0,1.0,0.0,1.01,0.0
SMU Mustangs - Niccolo Kalischer-Stork,SMU Mustangs,Niccolo Kalischer-Stork,11,2,0.0,0.0,1.6,0.0,0.0,0.0,,,0,0.0,0.0,2.06,0.0,1.336,0.0
TCU Horned Frogs - Drew McElroy,TCU Horned Frogs,Drew McElroy,9,3,0.0,0.0,1.4,0.0,0.0,0.0,,,0,0.0,0.33,1.33,0.0,1.454,0.0
South Florida Bulls - Onyx Nnani,South Florida Bulls,Onyx Nnani,11,1,0.0,0.0,1.6,0.0,0.0,0.0,,,0,0.0,0.0,1.21,0.0,1.376,0.0
Houston Cougars - Jacob McFarland,Houston Cougars,Jacob McFarland,2,3,0.0,0.0,3.7,0.0,0.0,0.0,,,0,0.0,0.0,3.82,0.0,3.52,0.0
Hofstra Pride - Amir Williams,Hofstra Pride,Amir Williams,13,1,0.0,0.0,1.2,0.0,0.0,0.0,,,0,0.0,0.0,1.06,0.0,1.188,0.0
Kansas Jayhawks - Justin Cross,Kansas Jayhawks,Justin Cross,4,6,0.0,0.0,2.6,0.0,0.0,0.0,,,0,0.0,0.0,2.49,0.0,2.503,0.0
High Point Panthers - David Fonville,High Point Panthers,David Fonville,12,8,0.0,0.0,1.6,0.0,0.0,0.0,,,0,0.0,0.12,1.07,0.0,1.197,0.0
Saint Mary's Gaels - Oliver Faubert,Saint Mary's Gaels,Oliver Faubert,7,9,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.8,0.0,1.878,0.0
Kansas Jayhawks - Will Thengvall,Kansas Jayhawks,Will Thengvall,4,6,0.0,0.0,2.6,0.0,0.0,0.0,,,0,0.0,0.0,2.49,0.0,2.503,0.0
SMU Mustangs - Trey Utter,SMU Mustangs,Trey Utter,11,2,0.0,0.0,1.6,0.0,0.0,0.0,,,0,0.0,0.0,2.06,0.0,1.336,0.0
SMU Mustangs - Nigel Walls,SMU Mustangs,Nigel Walls,11,9,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0,0.0,0.11,2.06,0.0,1.336,0.0
BYU Cougars - Jared McGregor,BYU Cougars,Jared McGregor,6,7,0.0,0.0,2.0,0.0,0.0,0.0,,,0,0.0,0.71,1.92,0.0,1.964,0.0
TCU Horned Frogs - Trey Stuart,TCU Horned Frogs,Trey Stuart,9,5,0.0,0.0,1.4,0.0,0.0,0.0,,,0,0.0,0.4,1.33,0.0,1.454,0.0
TCU Horned Frogs - Malick Diallo,TCU Horned Frogs,Malick Diallo,9,1,0.0,0.0,1.4,0.0,0.0,0.0,,,0,0.0,0.0,1.33,0.0,1.454,0.0
UCF Knights - Zach Johnson,UCF Knights,Zach Johnson,10,7,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0,0.0,0.14,1.28,0.0,1.45,0.0
Tennessee Volunteers - Grant Hurst,Tennessee Volunteers,Grant Hurst,6,1,0.0,0.0,2.0,0.0,0.0,0.0,,,0,0.0,2.0,2.35,0.0,2.334,0.0
Akron Zips - Rich Brisco,Akron Zips,Rich Brisco,12,7,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.12,0.0,1.277,0.0
UConn Huskies - Rrezon Elezaj,UConn Huskies,Rrezon Elezaj,2,4,0.0,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0,0.0,0.25,3.28,0.0,3.155,0.0
Arizona Wildcats - Jackson Cook,Arizona Wildcats,Jackson Cook,1,8,0.0,0.0,4.3,0.0,0.0,0.0,0.0,0.0,0,0.0,0.25,4.96,0.0,4.359,0.0
Virginia Cavaliers - Desmond Roberts,Virginia Cavaliers,Desmond Roberts,3,13,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.08,2.81,0.0,2.799,0.0
Tennessee State Tigers - Jayden Jones,Tennessee State Tigers,Jayden Jones,15,2,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.5,1.0,0.0,1.017,0.0
Tennessee Volunteers - Gavin Paull,Tennessee Volunteers,Gavin Paull,6,1,0.0,0.0,2.0,0.0,0.0,0.0,,,0,0.0,1.0,2.35,0.0,2.334,0.0
Tennessee Volunteers - Campbell Duncan,Tennessee Volunteers,Campbell Duncan,6,1,0.0,0.0,2.0,0.0,0.0,0.0,,,0,0.0,0.0,2.35,0.0,2.334,0.0
Texas Tech Red Raiders - Jack Francis,Texas Tech Red Raiders,Jack Francis,5,13,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.15,2.42,0.0,2.377,0.0
Kennesaw State Owls - Davin Cosby Jr.,Kennesaw State Owls,Davin Cosby Jr.,14,1,0.0,0.0,1.2,0.0,0.0,,0.0,,0,0.0,0.0,1.0,0.0,1.04,0.0
Kennesaw State Owls - Dozie Onyirimba,Kennesaw State Owls,Dozie Onyirimba,14,4,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0,0.0,0.25,1.0,0.0,1.04,0.0
UCLA Bruins - Christian Horry,UCLA Bruins,Christian Horry,7,4,0.0,0.0,1.9,0.0,0.0,0.0,,,0,0.0,0.25,2.01,0.0,2.041,0.0
Wisconsin Badgers - Riccardo Greppi,Wisconsin Badgers,Riccardo Greppi,5,14,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.14,2.36,0.0,2.366,0.0
Alabama Crimson Tide - Jack Fagan,Alabama Crimson Tide,Jack Fagan,4,1,0.0,0.0,2.6,0.0,0.0,0.0,,,0,0.0,0.0,2.58,0.0,2.54,0.0
Kennesaw State Owls - Charles Stone,Kennesaw State Owls,Charles Stone,14,5,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0,0.0,0.4,1.0,0.0,1.04,0.0
Alabama Crimson Tide - Klark James,Alabama Crimson Tide,Klark James,4,1,0.0,0.0,2.6,0.0,0.0,0.0,,,0,0.0,0.0,2.58,0.0,2.54,0.0
Long Island University Sharks - Eddie Munyak,Long Island University Sharks,Eddie Munyak,16,1,0.0,0.0,1.0,0.0,0.0,0.0,,,0,0.0,0.0,1.0,0.0,1.004,0.0
Wright State Raiders - Ayden Davis,Wright State Raiders,Ayden Davis,14,1,0.0,0.0,1.2,0.0,0.0,,0.0,,0,0.0,0.0,1.01,0.0,1.076,0.0
